off_eth,vic_eth,vic_band,off_band,rel,n
nh_white,nh_black,25-29,20-24,family,1
nh_white,nh_black,25-29,20-24,intimate,1
nh_white,nh_black,25-29,20-24,stranger,2
nh_white,nh_black,25-29,20-24,unknown,7
nh_white,nh_black,25-29,25-29,acquaintance,10
nh_white,nh_black,25-29,25-29,intimate,1
nh_white,nh_black,25-29,25-29,stranger,2
nh_white,nh_black,25-29,25-29,unknown,7
nh_white,nh_black,25-29,30-34,acquaintance,5
nh_white,nh_black,25-29,30-34,stranger,4
nh_white,nh_black,25-29,30-34,unknown,2
nh_white,nh_black,25-29,35-39,acquaintance,3
nh_white,nh_black,25-29,35-39,stranger,1
nh_white,nh_black,25-29,35-39,unknown,5
nh_white,nh_black,25-29,40-44,acquaintance,2
nh_white,nh_black,25-29,40-44,intimate,2
nh_white,nh_black,25-29,40-44,stranger,1
nh_white,nh_black,25-29,40-44,unknown,4
nh_white,nh_black,25-29,45-49,stranger,1
nh_white,nh_black,25-29,45-49,unknown,1
nh_white,nh_black,25-29,50-54,acquaintance,3
nh_white,nh_black,25-29,50-54,stranger,1
nh_white,nh_black,25-29,50-54,unknown,1
nh_white,nh_black,25-29,55-59,acquaintance,1
nh_white,nh_black,25-29,55-59,stranger,2
nh_white,nh_black,25-29,55-59,unknown,1
nh_white,nh_black,25-29,60-64,unknown,1
nh_white,nh_black,25-29,70-74,acquaintance,1
nh_white,nh_black,25-29,unknown,acquaintance,1
nh_white,nh_black,25-29,unknown,stranger,1
nh_white,nh_black,25-29,unknown,unknown,1
nh_white,nh_black,30-34,15-19,acquaintance,3
nh_white,nh_black,30-34,15-19,intimate,1
nh_white,nh_black,30-34,15-19,stranger,1
nh_white,nh_black,30-34,15-19,unknown,2
nh_white,nh_black,30-34,20-24,acquaintance,6
nh_white,nh_black,30-34,20-24,intimate,3
nh_white,nh_black,30-34,20-24,stranger,4
nh_white,nh_black,30-34,20-24,unknown,8
nh_white,nh_black,30-34,25-29,acquaintance,7
nh_white,nh_black,30-34,25-29,intimate,2
nh_white,nh_black,30-34,25-29,stranger,1
nh_white,nh_black,30-34,25-29,unknown,1
nh_white,nh_black,30-34,30-34,acquaintance,9
nh_white,nh_black,30-34,30-34,intimate,3
nh_white,nh_black,30-34,30-34,unknown,3
nh_white,nh_black,30-34,35-39,acquaintance,3
nh_white,nh_black,30-34,35-39,intimate,3
nh_white,nh_black,30-34,35-39,stranger,3
nh_white,nh_black,30-34,35-39,unknown,3
nh_white,nh_black,30-34,40-44,acquaintance,3
nh_white,nh_black,30-34,40-44,intimate,1
nh_white,nh_black,30-34,40-44,stranger,1
nh_white,nh_black,30-34,40-44,unknown,5
nh_white,nh_black,30-34,45-49,acquaintance,3
nh_white,nh_black,30-34,45-49,family,1
nh_white,nh_black,30-34,45-49,stranger,4
nh_white,nh_black,30-34,50-54,acquaintance,4
nh_white,nh_black,30-34,50-54,intimate,1
nh_white,nh_black,30-34,55-59,acquaintance,1
nh_white,nh_black,30-34,55-59,stranger,1
nh_white,nh_black,30-34,60-64,stranger,1
nh_white,nh_black,30-34,65-69,intimate,1
nh_white,nh_black,30-34,65-69,stranger,1
nh_white,nh_black,35-39,15-19,acquaintance,1
nh_white,nh_black,35-39,15-19,stranger,1
nh_white,nh_black,35-39,20-24,acquaintance,3
nh_white,nh_black,35-39,20-24,stranger,4
nh_white,nh_black,35-39,20-24,unknown,6
nh_white,nh_black,35-39,25-29,acquaintance,4
nh_white,nh_black,35-39,25-29,stranger,2
nh_white,nh_black,35-39,25-29,unknown,4
nh_white,nh_black,35-39,30-34,acquaintance,4
nh_white,nh_black,35-39,30-34,intimate,2
nh_white,nh_black,35-39,30-34,stranger,1
nh_white,nh_black,35-39,30-34,unknown,5
nh_white,nh_black,35-39,35-39,acquaintance,2
nh_white,nh_black,35-39,35-39,intimate,2
nh_white,nh_black,35-39,35-39,stranger,1
nh_white,nh_black,35-39,35-39,unknown,4
nh_white,nh_black,35-39,40-44,acquaintance,5
nh_white,nh_black,35-39,40-44,intimate,1
nh_white,nh_black,35-39,40-44,unknown,3
nh_white,nh_black,35-39,45-49,acquaintance,5
nh_white,nh_black,35-39,45-49,stranger,1
nh_white,nh_black,35-39,45-49,unknown,1
nh_white,nh_black,35-39,50-54,acquaintance,2
nh_white,nh_black,35-39,50-54,intimate,1
nh_white,nh_black,35-39,50-54,stranger,2
nh_white,nh_black,35-39,55-59,intimate,2
nh_white,nh_black,35-39,55-59,stranger,2
nh_white,nh_black,35-39,60-64,acquaintance,1
nh_white,nh_black,35-39,70-74,acquaintance,1
nh_white,nh_black,35-39,85+,acquaintance,1
nh_white,nh_black,40-44,15-19,acquaintance,1
nh_white,nh_black,40-44,20-24,acquaintance,1
nh_white,nh_black,40-44,20-24,family,1
nh_white,nh_black,40-44,20-24,unknown,2
nh_white,nh_black,40-44,25-29,acquaintance,3
nh_white,nh_black,40-44,25-29,stranger,3
nh_white,nh_black,40-44,30-34,acquaintance,6
nh_white,nh_black,40-44,30-34,intimate,1
nh_white,nh_black,40-44,30-34,stranger,3
nh_white,nh_black,40-44,35-39,acquaintance,3
nh_white,nh_black,40-44,35-39,intimate,1
nh_white,nh_black,40-44,35-39,unknown,2
nh_white,nh_black,40-44,40-44,acquaintance,2
nh_white,nh_black,40-44,40-44,family,1
nh_white,nh_black,40-44,40-44,intimate,5
nh_white,nh_black,40-44,40-44,stranger,2
nh_white,nh_black,40-44,45-49,acquaintance,1
nh_white,nh_black,40-44,50-54,acquaintance,2
nh_white,nh_black,40-44,50-54,intimate,2
nh_white,nh_black,40-44,50-54,unknown,1
nh_white,nh_black,40-44,55-59,acquaintance,1
nh_white,nh_black,40-44,55-59,unknown,2
nh_white,nh_black,40-44,60-64,acquaintance,2
nh_white,nh_black,40-44,65-69,acquaintance,3
nh_white,nh_black,40-44,unknown,acquaintance,1
nh_white,nh_black,45-49,15-19,acquaintance,1
nh_white,nh_black,45-49,15-19,family,1
nh_white,nh_black,45-49,15-19,stranger,1
nh_white,nh_black,45-49,20-24,acquaintance,1
nh_white,nh_black,45-49,20-24,stranger,2
nh_white,nh_black,45-49,20-24,unknown,1
nh_white,nh_black,45-49,25-29,intimate,3
nh_white,nh_black,45-49,25-29,stranger,2
nh_white,nh_black,45-49,25-29,unknown,1
nh_white,nh_black,45-49,30-34,acquaintance,6
nh_white,nh_black,45-49,30-34,stranger,2
nh_white,nh_black,45-49,30-34,unknown,1
nh_white,nh_black,45-49,35-39,intimate,2
nh_white,nh_black,45-49,35-39,unknown,2
nh_white,nh_black,45-49,40-44,acquaintance,3
nh_white,nh_black,45-49,40-44,intimate,2
nh_white,nh_black,45-49,40-44,stranger,1
nh_white,nh_black,45-49,45-49,acquaintance,2
nh_white,nh_black,45-49,45-49,intimate,4
nh_white,nh_black,45-49,50-54,acquaintance,1
nh_white,nh_black,45-49,50-54,stranger,2
nh_white,nh_black,45-49,50-54,unknown,1
nh_white,nh_black,45-49,55-59,acquaintance,1
nh_white,nh_black,45-49,55-59,stranger,1
nh_white,nh_black,45-49,55-59,unknown,2
nh_white,nh_black,45-49,60-64,intimate,1
nh_white,nh_black,45-49,60-64,unknown,1
nh_white,nh_black,45-49,65-69,stranger,1
nh_white,nh_black,45-49,70-74,acquaintance,1
nh_white,nh_black,45-49,75-79,acquaintance,1
nh_white,nh_black,45-49,unknown,unknown,1
nh_white,nh_black,5-9,40-44,family,1
nh_white,nh_black,5-9,40-44,stranger,1
nh_white,nh_black,50-54,15-19,acquaintance,1
nh_white,nh_black,50-54,15-19,unknown,1
nh_white,nh_black,50-54,20-24,acquaintance,1
nh_white,nh_black,50-54,20-24,stranger,1
nh_white,nh_black,50-54,25-29,stranger,1
nh_white,nh_black,50-54,30-34,acquaintance,1
nh_white,nh_black,50-54,30-34,stranger,1
nh_white,nh_black,50-54,30-34,unknown,1
nh_white,nh_black,50-54,35-39,acquaintance,3
nh_white,nh_black,50-54,35-39,intimate,1
nh_white,nh_black,50-54,35-39,unknown,1
nh_white,nh_black,50-54,40-44,acquaintance,1
nh_white,nh_black,50-54,40-44,intimate,1
nh_white,nh_black,50-54,40-44,unknown,1
nh_white,nh_black,50-54,45-49,intimate,2
nh_white,nh_black,50-54,50-54,acquaintance,2
nh_white,nh_black,50-54,50-54,intimate,1
nh_white,nh_black,50-54,55-59,acquaintance,2
nh_white,nh_black,50-54,55-59,stranger,1
nh_white,nh_black,50-54,55-59,unknown,1
nh_white,nh_black,50-54,60-64,acquaintance,1
nh_white,nh_black,50-54,60-64,unknown,1
nh_white,nh_black,50-54,65-69,intimate,1
nh_white,nh_black,50-54,unknown,unknown,1
nh_white,nh_black,55-59,15-19,family,1
nh_white,nh_black,55-59,25-29,acquaintance,1
nh_white,nh_black,55-59,30-34,acquaintance,2
nh_white,nh_black,55-59,30-34,intimate,1
nh_white,nh_black,55-59,30-34,stranger,2
nh_white,nh_black,55-59,30-34,unknown,1
nh_white,nh_black,55-59,35-39,acquaintance,2
nh_white,nh_black,55-59,35-39,stranger,1
nh_white,nh_black,55-59,40-44,acquaintance,3
nh_white,nh_black,55-59,40-44,intimate,1
nh_white,nh_black,55-59,40-44,stranger,1
nh_white,nh_black,55-59,45-49,acquaintance,3
nh_white,nh_black,55-59,45-49,intimate,2
nh_white,nh_black,55-59,45-49,unknown,1
nh_white,nh_black,55-59,50-54,stranger,1
nh_white,nh_black,55-59,55-59,intimate,1
nh_white,nh_black,55-59,55-59,unknown,1
nh_white,nh_black,55-59,65-69,acquaintance,2
nh_white,nh_black,55-59,65-69,unknown,1
nh_white,nh_black,55-59,70-74,acquaintance,1
nh_white,nh_black,60-64,20-24,stranger,1
nh_white,nh_black,60-64,30-34,stranger,1
nh_white,nh_black,60-64,30-34,unknown,1
nh_white,nh_black,60-64,35-39,unknown,1
nh_white,nh_black,60-64,40-44,acquaintance,2
nh_white,nh_black,60-64,45-49,family,1
nh_white,nh_black,60-64,45-49,intimate,1
nh_white,nh_black,60-64,45-49,unknown,1
nh_white,nh_black,60-64,50-54,acquaintance,1
nh_white,nh_black,60-64,55-59,acquaintance,1
nh_white,nh_black,60-64,55-59,unknown,1
nh_white,nh_black,60-64,60-64,acquaintance,2
nh_white,nh_black,60-64,65-69,unknown,1
nh_white,nh_black,65-69,15-19,family,1
nh_white,nh_black,65-69,20-24,stranger,2
nh_white,nh_black,65-69,20-24,unknown,1
nh_white,nh_black,65-69,30-34,family,1
nh_white,nh_black,65-69,40-44,family,1
nh_white,nh_black,65-69,40-44,intimate,1
nh_white,nh_black,65-69,45-49,acquaintance,1
nh_white,nh_black,65-69,50-54,acquaintance,3
nh_white,nh_black,65-69,50-54,unknown,1
nh_white,nh_black,65-69,60-64,family,1
nh_white,nh_black,70-74,20-24,acquaintance,1
nh_white,nh_black,70-74,25-29,unknown,1
nh_white,nh_black,70-74,30-34,acquaintance,1
nh_white,nh_black,70-74,40-44,family,1
nh_white,nh_black,70-74,50-54,stranger,1
nh_white,nh_black,70-74,55-59,intimate,1
nh_white,nh_black,75-79,20-24,acquaintance,1
nh_white,nh_black,75-79,40-44,unknown,1
nh_white,nh_black,80-84,25-29,acquaintance,2
nh_white,nh_black,80-84,65-69,unknown,1
nh_white,nh_black,85+,55-59,family,1
nh_white,nh_black,85+,75-79,acquaintance,1
nh_white,nh_black,unknown,25-29,acquaintance,1
nh_white,nh_other,0-4,35-39,acquaintance,2
nh_white,nh_other,0-4,40-44,family,1
nh_white,nh_other,15-19,15-19,stranger,1
nh_white,nh_other,15-19,15-19,unknown,1
nh_white,nh_other,15-19,20-24,acquaintance,1
nh_white,nh_other,15-19,30-34,acquaintance,2
nh_white,nh_other,15-19,unknown,acquaintance,1
nh_white,nh_other,20-24,20-24,acquaintance,1
nh_white,nh_other,20-24,30-34,intimate,1
nh_white,nh_other,25-29,20-24,acquaintance,1
nh_white,nh_other,25-29,20-24,intimate,1
nh_white,nh_other,25-29,20-24,unknown,1
nh_white,nh_other,25-29,25-29,acquaintance,1
nh_white,nh_other,25-29,25-29,intimate,1
nh_white,nh_other,25-29,30-34,acquaintance,2
nh_white,nh_other,25-29,30-34,unknown,1
nh_white,nh_other,25-29,40-44,acquaintance,1
nh_white,nh_other,25-29,40-44,intimate,1
nh_white,nh_other,25-29,40-44,stranger,1
nh_white,nh_other,25-29,50-54,unknown,1
nh_white,nh_other,25-29,55-59,intimate,2
nh_white,nh_other,30-34,20-24,acquaintance,1
nh_white,nh_other,30-34,20-24,unknown,2
nh_white,nh_other,30-34,25-29,acquaintance,2
nh_white,nh_other,30-34,30-34,intimate,1
nh_white,nh_other,30-34,30-34,stranger,1
nh_white,nh_other,30-34,40-44,acquaintance,2
nh_white,nh_other,30-34,40-44,intimate,2
nh_white,nh_other,30-34,45-49,acquaintance,1
nh_white,nh_other,30-34,45-49,family,1
nh_white,nh_other,30-34,45-49,intimate,1
nh_white,nh_other,30-34,45-49,stranger,1
nh_white,nh_other,30-34,75-79,stranger,1
nh_white,nh_other,30-34,unknown,unknown,1
nh_white,nh_other,35-39,15-19,stranger,1
nh_white,nh_other,35-39,20-24,acquaintance,3
nh_white,nh_other,35-39,20-24,stranger,2
nh_white,nh_other,35-39,30-34,acquaintance,1
nh_white,nh_other,35-39,30-34,intimate,1
nh_white,nh_other,35-39,40-44,acquaintance,1
nh_white,nh_other,35-39,45-49,intimate,2
nh_white,nh_other,35-39,65-69,acquaintance,1
nh_white,nh_other,35-39,70-74,intimate,1
nh_white,nh_other,40-44,20-24,unknown,1
nh_white,nh_other,40-44,30-34,acquaintance,1
nh_white,nh_other,40-44,35-39,acquaintance,3
nh_white,nh_other,40-44,35-39,stranger,1
nh_white,nh_other,40-44,35-39,unknown,1
nh_white,nh_other,40-44,40-44,acquaintance,1
nh_white,nh_other,40-44,40-44,stranger,1
nh_white,nh_other,40-44,45-49,intimate,1
nh_white,nh_other,40-44,45-49,unknown,1
nh_white,nh_other,40-44,50-54,intimate,1
nh_white,nh_other,40-44,70-74,acquaintance,1
nh_white,nh_other,45-49,15-19,unknown,1
nh_white,nh_other,45-49,25-29,intimate,1
nh_white,nh_other,45-49,40-44,intimate,1
nh_white,nh_other,45-49,45-49,acquaintance,1
nh_white,nh_other,45-49,50-54,intimate,1
nh_white,nh_other,45-49,50-54,stranger,1
nh_white,nh_other,45-49,55-59,acquaintance,1
nh_white,nh_other,5-9,20-24,acquaintance,1
nh_white,nh_other,5-9,40-44,family,2
nh_white,nh_other,50-54,20-24,unknown,2
nh_white,nh_other,50-54,25-29,acquaintance,1
nh_white,nh_other,50-54,25-29,intimate,1
nh_white,nh_other,50-54,35-39,acquaintance,1
nh_white,nh_other,50-54,35-39,stranger,1
nh_white,nh_other,50-54,40-44,stranger,1
nh_white,nh_other,50-54,45-49,intimate,1
nh_white,nh_other,50-54,50-54,intimate,1
nh_white,nh_other,50-54,55-59,acquaintance,2
nh_white,nh_other,50-54,55-59,intimate,1
nh_white,nh_other,50-54,60-64,intimate,1
nh_white,nh_other,50-54,75-79,intimate,1
nh_white,nh_other,55-59,20-24,family,2
nh_white,nh_other,55-59,25-29,unknown,1
nh_white,nh_other,55-59,30-34,acquaintance,1
nh_white,nh_other,55-59,55-59,intimate,2
nh_white,nh_other,55-59,65-69,intimate,1
nh_white,nh_other,60-64,20-24,stranger,1
nh_white,nh_other,60-64,25-29,stranger,1
nh_white,nh_other,60-64,30-34,unknown,1
nh_white,nh_other,60-64,60-64,intimate,1
nh_white,nh_other,60-64,75-79,intimate,1
nh_white,nh_other,65-69,25-29,family,1
nh_white,nh_other,65-69,40-44,acquaintance,1
nh_white,nh_other,65-69,40-44,family,1
nh_white,nh_other,65-69,50-54,acquaintance,1
nh_white,nh_other,65-69,60-64,intimate,1
nh_white,nh_other,70-74,25-29,acquaintance,2
nh_white,nh_other,70-74,25-29,stranger,1
nh_white,nh_other,75-79,30-34,stranger,1
nh_white,nh_other,75-79,80-84,intimate,1
nh_white,nh_other,80-84,20-24,family,1
nh_white,nh_other,85+,85+,intimate,1
nh_white,nh_other,unknown,35-39,unknown,1
nh_white,nh_white,0-4,10-14,family,2
nh_white,nh_white,0-4,15-19,acquaintance,2
nh_white,nh_white,0-4,15-19,family,10
nh_white,nh_white,0-4,20-24,acquaintance,8
nh_white,nh_white,0-4,20-24,family,39
nh_white,nh_white,0-4,20-24,unknown,2
nh_white,nh_white,0-4,25-29,acquaintance,8
nh_white,nh_white,0-4,25-29,family,32
nh_white,nh_white,0-4,25-29,unknown,1
nh_white,nh_white,0-4,30-34,acquaintance,4
nh_white,nh_white,0-4,30-34,family,26
nh_white,nh_white,0-4,30-34,intimate,1
nh_white,nh_white,0-4,30-34,unknown,2
nh_white,nh_white,0-4,35-39,acquaintance,4
nh_white,nh_white,0-4,35-39,family,19
nh_white,nh_white,0-4,35-39,stranger,1
nh_white,nh_white,0-4,35-39,unknown,1
nh_white,nh_white,0-4,40-44,family,11
nh_white,nh_white,0-4,45-49,acquaintance,1
nh_white,nh_white,0-4,45-49,family,1
nh_white,nh_white,0-4,50-54,acquaintance,1
nh_white,nh_white,0-4,50-54,family,1
nh_white,nh_white,0-4,55-59,family,1
nh_white,nh_white,0-4,60-64,family,2
nh_white,nh_white,0-4,unknown,acquaintance,1
nh_white,nh_white,0-4,unknown,family,1
nh_white,nh_white,10-14,10-14,acquaintance,4
nh_white,nh_white,10-14,10-14,family,1
nh_white,nh_white,10-14,15-19,acquaintance,5
nh_white,nh_white,10-14,15-19,intimate,2
nh_white,nh_white,10-14,15-19,stranger,1
nh_white,nh_white,10-14,20-24,family,3
nh_white,nh_white,10-14,25-29,family,1
nh_white,nh_white,10-14,25-29,unknown,1
nh_white,nh_white,10-14,30-34,acquaintance,1
nh_white,nh_white,10-14,30-34,family,3
nh_white,nh_white,10-14,35-39,acquaintance,1
nh_white,nh_white,10-14,35-39,family,4
nh_white,nh_white,10-14,35-39,unknown,1
nh_white,nh_white,10-14,40-44,family,6
nh_white,nh_white,10-14,45-49,family,4
nh_white,nh_white,15-19,10-14,family,2
nh_white,nh_white,15-19,15-19,acquaintance,47
nh_white,nh_white,15-19,15-19,family,3
nh_white,nh_white,15-19,15-19,intimate,7
nh_white,nh_white,15-19,15-19,stranger,1
nh_white,nh_white,15-19,15-19,unknown,6
nh_white,nh_white,15-19,20-24,acquaintance,20
nh_white,nh_white,15-19,20-24,family,3
nh_white,nh_white,15-19,20-24,intimate,6
nh_white,nh_white,15-19,20-24,stranger,1
nh_white,nh_white,15-19,20-24,unknown,4
nh_white,nh_white,15-19,25-29,acquaintance,8
nh_white,nh_white,15-19,25-29,family,4
nh_white,nh_white,15-19,25-29,intimate,1
nh_white,nh_white,15-19,25-29,stranger,2
nh_white,nh_white,15-19,30-34,acquaintance,3
nh_white,nh_white,15-19,30-34,family,3
nh_white,nh_white,15-19,35-39,acquaintance,1
nh_white,nh_white,15-19,35-39,family,4
nh_white,nh_white,15-19,35-39,stranger,1
nh_white,nh_white,15-19,35-39,unknown,2
nh_white,nh_white,15-19,40-44,acquaintance,3
nh_white,nh_white,15-19,40-44,family,2
nh_white,nh_white,15-19,40-44,unknown,3
nh_white,nh_white,15-19,45-49,acquaintance,3
nh_white,nh_white,15-19,45-49,stranger,1
nh_white,nh_white,15-19,45-49,unknown,1
nh_white,nh_white,15-19,50-54,acquaintance,1
nh_white,nh_white,15-19,50-54,family,3
nh_white,nh_white,15-19,55-59,acquaintance,1
nh_white,nh_white,15-19,55-59,family,4
nh_white,nh_white,15-19,55-59,stranger,1
nh_white,nh_white,15-19,60-64,acquaintance,2
nh_white,nh_white,15-19,60-64,family,1
nh_white,nh_white,15-19,65-69,acquaintance,1
nh_white,nh_white,15-19,65-69,family,1
nh_white,nh_white,15-19,unknown,acquaintance,1
nh_white,nh_white,15-19,unknown,stranger,1
nh_white,nh_white,20-24,10-14,acquaintance,1
nh_white,nh_white,20-24,10-14,family,1
nh_white,nh_white,20-24,15-19,acquaintance,13
nh_white,nh_white,20-24,15-19,family,7
nh_white,nh_white,20-24,15-19,intimate,4
nh_white,nh_white,20-24,15-19,stranger,2
nh_white,nh_white,20-24,15-19,unknown,4
nh_white,nh_white,20-24,20-24,acquaintance,58
nh_white,nh_white,20-24,20-24,family,3
nh_white,nh_white,20-24,20-24,intimate,27
nh_white,nh_white,20-24,20-24,stranger,11
nh_white,nh_white,20-24,20-24,unknown,10
nh_white,nh_white,20-24,25-29,acquaintance,32
nh_white,nh_white,20-24,25-29,family,2
nh_white,nh_white,20-24,25-29,intimate,15
nh_white,nh_white,20-24,25-29,stranger,3
nh_white,nh_white,20-24,25-29,unknown,7
nh_white,nh_white,20-24,30-34,acquaintance,17
nh_white,nh_white,20-24,30-34,intimate,3
nh_white,nh_white,20-24,30-34,stranger,4
nh_white,nh_white,20-24,30-34,unknown,8
nh_white,nh_white,20-24,35-39,acquaintance,10
nh_white,nh_white,20-24,35-39,intimate,4
nh_white,nh_white,20-24,35-39,stranger,1
nh_white,nh_white,20-24,40-44,acquaintance,4
nh_white,nh_white,20-24,40-44,family,3
nh_white,nh_white,20-24,40-44,intimate,1
nh_white,nh_white,20-24,40-44,stranger,2
nh_white,nh_white,20-24,40-44,unknown,2
nh_white,nh_white,20-24,45-49,acquaintance,6
nh_white,nh_white,20-24,45-49,family,5
nh_white,nh_white,20-24,45-49,intimate,2
nh_white,nh_white,20-24,45-49,stranger,2
nh_white,nh_white,20-24,45-49,unknown,1
nh_white,nh_white,20-24,50-54,acquaintance,2
nh_white,nh_white,20-24,50-54,family,8
nh_white,nh_white,20-24,50-54,intimate,1
nh_white,nh_white,20-24,50-54,stranger,1
nh_white,nh_white,20-24,55-59,acquaintance,2
nh_white,nh_white,20-24,55-59,family,3
nh_white,nh_white,20-24,60-64,family,4
nh_white,nh_white,20-24,65-69,acquaintance,2
nh_white,nh_white,20-24,65-69,family,1
nh_white,nh_white,20-24,65-69,stranger,1
nh_white,nh_white,20-24,70-74,stranger,2
nh_white,nh_white,20-24,80-84,acquaintance,1
nh_white,nh_white,20-24,85+,stranger,1
nh_white,nh_white,20-24,unknown,acquaintance,1
nh_white,nh_white,25-29,15-19,acquaintance,8
nh_white,nh_white,25-29,15-19,family,2
nh_white,nh_white,25-29,15-19,stranger,2
nh_white,nh_white,25-29,20-24,acquaintance,50
nh_white,nh_white,25-29,20-24,family,5
nh_white,nh_white,25-29,20-24,intimate,7
nh_white,nh_white,25-29,20-24,stranger,8
nh_white,nh_white,25-29,20-24,unknown,15
nh_white,nh_white,25-29,25-29,acquaintance,58
nh_white,nh_white,25-29,25-29,family,8
nh_white,nh_white,25-29,25-29,intimate,34
nh_white,nh_white,25-29,25-29,stranger,8
nh_white,nh_white,25-29,25-29,unknown,9
nh_white,nh_white,25-29,30-34,acquaintance,31
nh_white,nh_white,25-29,30-34,family,4
nh_white,nh_white,25-29,30-34,intimate,26
nh_white,nh_white,25-29,30-34,stranger,5
nh_white,nh_white,25-29,30-34,unknown,10
nh_white,nh_white,25-29,35-39,acquaintance,26
nh_white,nh_white,25-29,35-39,family,1
nh_white,nh_white,25-29,35-39,intimate,16
nh_white,nh_white,25-29,35-39,stranger,5
nh_white,nh_white,25-29,35-39,unknown,9
nh_white,nh_white,25-29,40-44,acquaintance,12
nh_white,nh_white,25-29,40-44,family,1
nh_white,nh_white,25-29,40-44,intimate,7
nh_white,nh_white,25-29,40-44,unknown,7
nh_white,nh_white,25-29,45-49,acquaintance,6
nh_white,nh_white,25-29,45-49,family,2
nh_white,nh_white,25-29,45-49,stranger,3
nh_white,nh_white,25-29,50-54,acquaintance,5
nh_white,nh_white,25-29,50-54,family,3
nh_white,nh_white,25-29,50-54,stranger,1
nh_white,nh_white,25-29,50-54,unknown,2
nh_white,nh_white,25-29,55-59,acquaintance,5
nh_white,nh_white,25-29,55-59,family,1
nh_white,nh_white,25-29,55-59,stranger,1
nh_white,nh_white,25-29,55-59,unknown,2
nh_white,nh_white,25-29,60-64,acquaintance,2
nh_white,nh_white,25-29,60-64,intimate,1
nh_white,nh_white,25-29,65-69,acquaintance,1
nh_white,nh_white,25-29,65-69,family,4
nh_white,nh_white,25-29,65-69,stranger,1
nh_white,nh_white,25-29,65-69,unknown,1
nh_white,nh_white,25-29,70-74,stranger,1
nh_white,nh_white,25-29,unknown,unknown,1
nh_white,nh_white,30-34,10-14,stranger,1
