state,year,agency_id,ori,pub_agency_name,agency_type_name,population,months,n_known_all,rec_rate,nibrs_off_eth_start_date,comp_source,covered_pop,victimisations_violent
TX,2022,19046,TX0580000,Dawson,County,3625,12,55.0000,0.8545,2020-01-01,county_residual,3625.0000,12.0000
TX,2022,19047,TX0580100,Lamesa,City,8726,12,659.0000,0.6722,2023-02-01,place,8726.0000,160.0000
TX,2022,19048,TX0590000,Deaf Smith,County,3640,11,70.0000,0.9857,2019-01-01,county_residual,3336.6667,21.0000
TX,2022,19049,TX0590100,Hereford,City,14626,12,487.0000,0.9856,2021-03-01,place,14626.0000,171.0000
TX,2022,19050,TX0600000,Delta,County,5589,12,114.0000,0.8070,2017-12-01,county_residual,5589.0000,36.0000
TX,2022,19052,TX0610000,Denton,County,174090,12,1140.0000,0.5816,2019-10-01,county_fallback,174090.0000,270.0000
TX,2022,19053,TX0610100,Argyle,City,4986,12,103.0000,0.7476,2020-02-01,place,4986.0000,15.0000
TX,2022,19054,TX0610200,Denton,City,154230,12,7716.0000,0.5388,2015-04-01,place,154230.0000,1958.0000
TX,2022,19055,TX0610500,Lake Dallas,City,7738,12,156.0000,0.6667,2019-09-01,place,7738.0000,49.0000
TX,2022,19056,TX0610600,Lewisville,City,113568,12,4422.0000,0.8180,2015-04-01,place,113568.0000,1345.0000
TX,2022,19057,TX0610700,Pilot Point,City,4892,12,62.0000,0.8065,2021-03-01,place,4892.0000,24.0000
TX,2022,19058,TX0610800,Sanger,City,9877,12,258.0000,0.9845,2019-09-01,place,9877.0000,79.0000
TX,2022,19059,TX0611000,Texas Woman's University,University or College,0,12,63.0000,0.5714,2019-01-01,none,0.0000,12.0000
TX,2022,19060,TX0611100,University of North Texas:,University or College,0,12,306.0000,0.0000,,none,0.0000,57.0000
TX,2022,19061,TX0611200,Flower Mound,City,78167,12,1396.0000,0.4670,2015-04-01,place,78167.0000,166.0000
TX,2022,19062,TX0611300,Little Elm,City,55340,12,1152.0000,0.6259,2020-02-01,place,55340.0000,354.0000
TX,2022,19063,TX0611400,Aubrey,City,7873,12,184.0000,0.9293,2020-02-01,place,7873.0000,113.0000
TX,2022,19064,TX0611500,The Colony,City,45357,12,2418.0000,0.7217,2016-11-01,place,45357.0000,401.0000
TX,2022,19065,TX0612000,Highland Village,City,15988,12,325.0000,0.6831,2018-09-01,place,15988.0000,61.0000
TX,2022,19066,TX0612300,Corinth,City,22719,12,588.0000,0.5952,2020-01-01,place,22719.0000,130.0000
TX,2022,19067,TX0612500,Double Oak,City,3052,11,23.0000,0.9565,2017-01-01,place,2797.6667,2.0000
TX,2022,19068,TX0612800,Hickory Creek,City,5786,12,145.0000,0.9931,2020-06-01,place,5786.0000,20.0000
TX,2022,19069,TX0612900,Roanoke,City,10024,12,410.0000,0.8122,2020-02-01,place,10024.0000,55.0000
TX,2022,19071,TX0613100,Trophy Club,City,13794,12,249.0000,0.5462,2020-08-01,place,13794.0000,34.0000
TX,2022,19072,TX0613200,Ponder,City,2417,12,52.0000,0.5000,2017-12-01,place,2417.0000,9.0000
TX,2022,19073,TX0613900,Northlake,City,8513,12,205.0000,0.8927,2018-12-01,place,8513.0000,34.0000
TX,2022,19074,TX0620000,DeWitt,County,7990,12,172.0000,0.7791,2015-04-01,county_residual,7990.0000,57.0000
TX,2022,19075,TX0620100,Cuero,City,8271,12,353.0000,0.9263,2016-11-01,place,8271.0000,109.0000
TX,2022,19081,TX0650000,Donley,County,3287,12,35.0000,0.9714,2020-02-01,county_residual,3287.0000,20.0000
TX,2022,19083,TX0660000,Duval,County,4326,12,194.0000,0.0000,,county_residual,4326.0000,78.0000
TX,2022,19086,TX0660300,Freer,City,2454,10,36.0000,1.0000,2021-01-01,place,2045.0000,27.0000
TX,2022,19087,TX0670000,Eastland,County,6496,12,74.0000,0.9324,2019-02-01,county_residual,6496.0000,20.0000
TX,2022,19088,TX0670100,Cisco,City,3902,12,124.0000,1.0000,2018-12-01,place,3902.0000,39.0000
TX,2022,19089,TX0670200,Eastland,City,3630,12,113.0000,0.8850,2018-07-01,place,3630.0000,27.0000
TX,2022,19091,TX0670400,Ranger,City,2287,12,70.0000,0.7571,2023-01-01,place,2287.0000,31.0000
TX,2022,19093,TX0680000,Ector,County,51383,12,664.0000,0.9669,,county_residual,51383.0000,275.0000
TX,2022,19094,TX0680200,Odessa,City,110163,12,6094.0000,0.9943,2021-01-01,place,110163.0000,2902.0000
TX,2022,19095,TX0680400,University of Texas:,University or College,0,11,43.0000,0.8837,2020-10-01,none,0.0000,3.0000
TX,2022,19096,TX0680800,Independent School District:,Other,0,12,677.0000,0.9985,2021-11-01,none,0.0000,369.0000
TX,2022,19097,TX0690000,Edwards,County,1471,12,36.0000,1.0000,2022-01-01,county_residual,1471.0000,15.0000
TX,2022,19098,TX0700000,Ellis,County,68948,12,1017.0000,0.7316,2019-09-01,county_fallback,68948.0000,368.0000
TX,2022,19099,TX0700100,Ennis,City,22254,12,573.0000,0.9738,2018-11-01,place,22254.0000,148.0000
TX,2022,19100,TX0700200,Ferris,City,2893,11,55.0000,0.8545,,place,2651.9167,28.0000
TX,2022,19101,TX0700400,Italy,City,2038,12,48.0000,0.9375,2020-11-01,place,2038.0000,8.0000
TX,2022,19102,TX0700500,Midlothian,City,38587,12,736.0000,0.8465,2020-06-01,place,38587.0000,349.0000
TX,2022,19103,TX0700600,Milford,City,736,10,43.0000,0.9535,2022-09-01,place,613.3333,4.0000
TX,2022,19104,TX0700700,Palmer,City,2510,12,66.0000,0.7273,2020-12-01,place,2510.0000,13.0000
TX,2022,19105,TX0700800,Red Oak,City,16396,12,451.0000,0.9867,2020-06-01,place,16396.0000,133.0000
TX,2022,19106,TX0701000,Waxahachie,City,45422,12,1344.0000,0.9271,2020-12-01,place,45422.0000,307.0000
TX,2022,19107,TX0710000,El Paso,County,120450,12,3948.0000,0.0479,,county_residual,120450.0000,1855.0000
TX,2022,19108,TX0710100,Anthony,City,3662,12,324.0000,0.0000,,place,3662.0000,45.0000
TX,2022,19109,TX0710200,El Paso,City,678232,12,14896.0000,0.0978,,place,678232.0000,7993.0000
TX,2022,19110,TX0710400,University of Texas:,University or College,0,12,83.0000,0.2530,,none,0.0000,21.0000
TX,2022,19111,TX0711100,El Paso Community College,University or College,0,12,19.0000,0.0526,2023-02-01,none,0.0000,2.0000
TX,2022,19112,TX0711200,Clint,City,925,0,,,,place,0.0000,0.0000
TX,2022,19113,TX0711300,Independent School District:,Other,0,12,882.0000,0.0385,,none,0.0000,238.0000
TX,2022,19114,TX0711400,Horizon City,City,23726,12,426.0000,0.0000,,place,23726.0000,132.0000
TX,2022,19115,TX0711600,Socorro,City,37952,12,656.0000,0.1784,,place,37952.0000,355.0000
TX,2022,19117,TX0712200,Independent School District:,Other,0,12,680.0000,0.1221,,none,0.0000,128.0000
TX,2022,19118,TX0720000,Erath,County,19341,12,172.0000,0.8256,2019-07-01,county_residual,19341.0000,78.0000
TX,2022,19119,TX0720100,Dublin,City,3469,12,50.0000,1.0000,2020-01-01,place,3469.0000,16.0000
TX,2022,19120,TX0720200,Stephenville,City,21505,12,519.0000,0.9499,2020-10-01,place,21505.0000,194.0000
TX,2022,19121,TX0720400,Tarleton State University,University or College,0,12,46.0000,0.7174,2020-09-01,none,0.0000,10.0000
TX,2022,19122,TX0730000,Falls,County,10088,11,27.0000,1.0000,,county_residual,9247.3333,10.0000
TX,2022,19124,TX0730200,Marlin,City,5631,12,174.0000,0.9828,2020-09-01,place,5631.0000,46.0000
TX,2022,19126,TX0740000,Fannin,County,21446,12,290.0000,0.5103,2020-11-01,county_residual,21446.0000,78.0000
TX,2022,19129,TX0740600,Leonard,City,2085,8,16.0000,1.0000,2021-06-01,place,1390.0000,9.0000
TX,2022,19130,TX0750000,Fayette,County,16529,12,258.0000,0.9612,2021-03-01,county_residual,16529.0000,42.0000
TX,2022,19131,TX0750100,La Grange,City,4455,12,194.0000,0.8299,2018-09-01,place,4455.0000,74.0000
TX,2022,19132,TX0750300,Schulenburg,City,2742,11,162.0000,0.7654,2018-09-01,place,2513.5000,17.0000
TX,2022,19133,TX0750800,Flatonia,City,1348,12,31.0000,1.0000,2020-09-01,place,1348.0000,7.0000
TX,2022,19135,TX0760000,Fisher,County,3757,11,82.0000,0.9756,,county_residual,3443.9167,40.0000
TX,2022,19137,TX0770000,Floyd,County,1242,10,27.0000,1.0000,2019-05-01,county_residual,1035.0000,7.0000
TX,2022,19138,TX0770100,Floydada,City,2638,12,85.0000,0.9882,2019-05-01,place,2638.0000,29.0000
TX,2022,19139,TX0770200,Lockney,City,1474,9,31.0000,0.7097,2022-01-01,place,1105.5000,6.0000
TX,2022,19140,TX0780000,Foard,County,337,0,,,2020-01-01,county_residual,0.0000,0.0000
TX,2022,19142,TX0790000,Fort Bend,County,564087,12,10160.0000,0.7475,2018-07-01,county_fallback,564087.0000,4780.0000
TX,2022,19143,TX0790100,Missouri City,City,75323,12,2087.0000,0.5697,2019-05-01,place,75323.0000,544.0000
TX,2022,19144,TX0790200,Richmond,City,12936,12,377.0000,0.9947,2020-05-01,place,12936.0000,116.0000
TX,2022,19145,TX0790300,Rosenberg,City,40472,12,1677.0000,0.9917,2018-09-01,place,40472.0000,709.0000
TX,2022,19146,TX0790400,Stafford,City,17110,12,1684.0000,0.5529,2018-11-01,place,17110.0000,319.0000
TX,2022,19147,TX0790500,Sugar Land,City,107989,12,1216.0000,0.9959,2019-12-01,place,107989.0000,429.0000
TX,2022,19148,TX0790700,Needville,City,3040,12,43.0000,0.8605,2020-09-01,place,3040.0000,28.0000
TX,2022,19150,TX0791200,Arcola,City,2260,12,64.0000,0.5469,2021-01-01,place,2260.0000,22.0000
TX,2022,19151,TX0791300,Meadows Place,City,4591,12,57.0000,0.7719,2021-03-01,place,4591.0000,20.0000
TX,2022,19152,TX0791600,Independent School District:,Other,0,12,878.0000,0.9761,,none,0.0000,367.0000
TX,2022,19153,TX0800000,Franklin,County,7326,12,108.0000,0.9722,2022-02-01,county_residual,7326.0000,33.0000
TX,2022,19154,TX0810000,Freestone,County,12779,12,172.0000,1.0000,2019-06-01,county_residual,12779.0000,45.0000
TX,2022,19155,TX0810100,Fairfield,City,2939,12,78.0000,0.9487,2022-12-01,place,2939.0000,27.0000
TX,2022,19156,TX0810200,Teague,City,3497,12,107.0000,0.9907,2019-02-01,place,3497.0000,27.0000
TX,2022,19157,TX0810300,Wortham,City,1015,11,55.0000,1.0000,2018-09-01,place,930.4167,10.0000
TX,2022,19159,TX0820100,Pearsall,City,7661,12,281.0000,0.9858,2018-09-01,place,7661.0000,104.0000
TX,2022,19160,TX0820300,Dilley,City,3318,12,38.0000,0.9474,2022-03-01,place,3318.0000,28.0000
TX,2022,19161,TX0830000,Gaines,County,12960,12,112.0000,0.9464,2022-02-01,county_residual,12960.0000,40.0000
TX,2022,19163,TX0830200,Seminole,City,7066,12,253.0000,0.9130,2017-09-01,place,7066.0000,82.0000
TX,2022,19164,TX0840000,Galveston,County,41305,12,2731.0000,0.7913,2020-04-01,county_residual,41305.0000,892.0000
TX,2022,19165,TX0840200,Dickinson,City,21936,12,524.0000,0.9447,2020-01-01,place,21936.0000,314.0000
TX,2022,19166,TX0840300,Friendswood,City,40851,12,703.0000,0.9175,2020-01-01,place,40851.0000,176.0000
TX,2022,19167,TX0840400,Galveston,City,52920,12,4039.0000,0.5677,2020-01-01,place,52920.0000,918.0000
TX,2022,19168,TX0840500,Hitchcock,City,7502,12,408.0000,0.8162,2021-09-01,place,7502.0000,160.0000
TX,2022,19169,TX0840600,Kemah,City,1794,12,180.0000,0.7778,2019-12-01,place,1794.0000,53.0000
TX,2022,19170,TX0840700,La Marque,City,19068,12,1603.0000,0.6488,2020-05-01,place,19068.0000,431.0000
TX,2022,19171,TX0840800,League City,City,116511,12,3222.0000,0.8582,2019-12-01,place,116511.0000,945.0000
TX,2022,19172,TX0840900,Texas City,City,56311,12,3642.0000,0.5994,2020-01-01,place,56311.0000,901.0000
TX,2022,19173,TX0841000,University of Texas:,University or College,0,12,315.0000,0.7206,2020-05-01,none,0.0000,84.0000
TX,2022,19175,TX0841900,Jamaica Beach,City,1065,10,16.0000,0.8750,2019-10-01,place,887.5000,3.0000
TX,2022,19177,TX0842100,Santa Fe,City,12802,12,349.0000,0.6246,2019-12-01,place,12802.0000,57.0000
TX,2022,19180,TX0850000,Garza,County,5969,12,171.0000,0.8480,2021-05-01,county_residual,5969.0000,35.0000
TX,2022,19182,TX0860000,Gillespie,County,16693,12,278.0000,0.9460,2020-12-01,county_residual,16693.0000,44.0000
TX,2022,19183,TX0860100,Fredericksburg,City,11348,12,277.0000,0.7978,2020-12-01,place,11348.0000,72.0000
TX,2022,19184,TX0870000,Glasscock,County,1192,12,44.0000,1.0000,2018-10-01,county_residual,1192.0000,2.0000
TX,2022,19185,TX0880000,Goliad,County,7369,12,237.0000,0.9325,2015-04-01,county_residual,7369.0000,46.0000
TX,2022,19187,TX0890000,Gonzales,County,9363,12,275.0000,0.8836,2021-03-01,county_residual,9363.0000,119.0000
TX,2022,19188,TX0890100,Gonzales,City,7089,12,464.0000,0.9526,2021-03-01,place,7089.0000,122.0000
TX,2022,19190,TX0890400,Waelder,City,943,4,16.0000,0.9375,2019-05-01,place,314.3333,3.0000
TX,2022,19191,TX0900000,Gray,County,4664,12,100.0000,0.9500,2020-02-01,county_residual,4664.0000,28.0000
TX,2022,19192,TX0900200,Pampa,City,16343,12,873.0000,0.8580,2016-12-01,place,16343.0000,219.0000
TX,2022,19193,TX0910000,Grayson,County,44164,12,756.0000,0.8241,2021-01-01,county_residual,44164.0000,208.0000
TX,2022,19194,TX0910100,Collinsville,City,1993,6,16.0000,1.0000,2020-05-01,place,996.5000,10.0000
TX,2022,19195,TX0910200,Denison,City,25828,12,1053.0000,0.7968,2019-05-01,place,25828.0000,209.0000
TX,2022,19197,TX0910400,Sherman,City,45881,12,1950.0000,0.9969,2019-12-01,place,45881.0000,826.0000
TX,2022,19198,TX0910500,Van Alstyne,City,6023,12,147.0000,0.9592,2021-02-01,place,6023.0000,32.0000
TX,2022,19200,TX0910700,Whitewright,City,1774,2,2.0000,1.0000,2020-03-01,place,295.6667,1.0000
TX,2022,19201,TX0911000,Howe,City,3659,12,96.0000,0.9583,2020-10-01,place,3659.0000,30.0000
TX,2022,19202,TX0911800,Grayson College,University or College,0,0,,,,none,0.0000,0.0000
TX,2022,19203,TX091199E,Austin College,University or College,0,0,,,,none,0.0000,0.0000
TX,2022,19204,TX0912100,Tioga,City,1220,4,9.0000,1.0000,2019-01-01,place,406.6667,2.0000
TX,2022,19205,TX0912300,Tom Bean,City,934,6,6.0000,1.0000,2021-07-01,place,467.0000,3.0000
TX,2022,19206,TX0920000,Gregg,County,24584,12,720.0000,0.9236,2021-03-01,county_residual,24584.0000,396.0000
TX,2022,19207,TX0920200,Gladewater,City,6174,12,105.0000,0.8952,2018-12-01,place,6174.0000,34.0000
TX,2022,19208,TX0920400,Kilgore,City,13419,12,1293.0000,0.9822,2018-07-01,place,13419.0000,210.0000
TX,2022,19209,TX0920500,Longview,City,81811,12,4492.0000,0.8736,2015-04-01,place,81811.0000,1155.0000
TX,2022,19210,TX0920600,White Oak,City,6147,12,104.0000,0.9712,2019-12-01,place,6147.0000,53.0000
TX,2022,19211,TX0930000,Grimes,County,22788,12,299.0000,0.7960,2020-12-01,county_residual,22788.0000,163.0000
TX,2022,19212,TX0930100,Navasota,City,8459,12,508.0000,0.9311,2018-07-01,place,8459.0000,212.0000
TX,2022,19214,TX0940100,Marion,City,1045,6,6.0000,1.0000,2020-12-01,place,522.5000,2.0000
TX,2022,19215,TX0940200,Schertz,City,43162,12,561.0000,0.9929,,place,43162.0000,241.0000
TX,2022,19216,TX0940300,Seguin,City,32452,12,1409.0000,1.0000,2019-01-01,place,32452.0000,690.0000
TX,2022,19217,TX0940600,Cibolo,City,34159,12,629.0000,0.9746,2019-09-01,place,34159.0000,289.0000
TX,2022,19219,TX0950100,Abernathy,City,2783,11,29.0000,1.0000,2020-01-01,place,2551.0833,11.0000
TX,2022,19221,TX0950400,Plainview,City,19554,12,897.0000,0.9699,2018-09-01,place,19554.0000,264.0000
TX,2022,19222,TX0960000,Hall,County,695,5,7.0000,1.0000,2018-11-01,county_residual,289.5833,4.0000
TX,2022,19223,TX0960100,Memphis,City,2086,7,19.0000,1.0000,2019-02-01,place,1216.8333,6.0000
TX,2022,19224,TX0970000,Hamilton,County,4057,10,17.0000,1.0000,2019-11-01,county_residual,3380.8333,13.0000
TX,2022,19225,TX0970100,Hamilton,City,2860,12,86.0000,0.9070,2018-12-01,place,2860.0000,29.0000
TX,2022,19227,TX0980000,Hansford,County,2061,10,3.0000,1.0000,2019-05-01,county_residual,1717.5000,1.0000
TX,2022,19229,TX0980200,Spearman,City,3034,0,,,2018-09-01,place,0.0000,0.0000
TX,2022,19230,TX0990000,Hardeman,County,3015,12,84.0000,0.9524,2015-10-01,county_residual,3015.0000,17.0000
TX,2022,19233,TX1000000,Hardin,County,33011,12,533.0000,0.9775,2020-09-01,county_residual,33011.0000,195.0000
TX,2022,19234,TX1000100,Kountze,City,2371,12,31.0000,0.8065,2021-03-01,place,2371.0000,7.0000
TX,2022,19235,TX1000200,Silsbee,City,6831,12,259.0000,0.9961,2017-12-01,place,6831.0000,43.0000
TX,2022,19236,TX1000300,Sour Lake,City,1807,12,43.0000,1.0000,2019-05-01,place,1807.0000,20.0000
TX,2022,19237,TX1000900,Lumberton,City,14004,12,362.0000,0.9779,2015-04-01,place,14004.0000,117.0000
TX,2022,19238,TX1010000,Harris,County,2029908,12,72601.0000,0.7015,2020-05-01,county_residual,2029908.0000,27681.0000
TX,2022,19239,TX1010100,Baytown,City,81477,12,3369.0000,0.6132,2020-04-01,place,81477.0000,1338.0000
TX,2022,19240,TX1010200,Bellaire,City,16783,12,350.0000,0.8600,2021-02-01,place,16783.0000,58.0000
TX,2022,19241,TX1010400,Deer Park,City,33022,12,1088.0000,0.9375,2020-01-01,place,33022.0000,231.0000
TX,2022,19243,TX1010600,Galena Park,City,10240,12,248.0000,0.9435,2020-08-01,place,10240.0000,98.0000
TX,2022,19244,TX1010900,Humble,City,16085,12,1567.0000,0.9164,2021-02-01,place,16085.0000,480.0000
TX,2022,19245,TX1011100,Jacinto City,City,9190,12,257.0000,0.9066,,place,9190.0000,84.0000
TX,2022,19246,TX1011200,Jersey Village,City,7575,12,581.0000,0.8589,2020-07-01,place,7575.0000,73.0000
TX,2022,19247,TX1011300,La Porte,City,36646,12,1758.0000,0.6377,2019-12-01,place,36646.0000,496.0000
TX,2022,19248,TX1011500,Pasadena,City,145954,12,7376.0000,0.6636,2019-02-01,place,145954.0000,2263.0000
TX,2022,19249,TX1011700,Seabrook,City,13544,12,430.0000,0.6651,2020-01-01,place,13544.0000,179.0000
TX,2022,19250,TX1011900,South Houston,City,15613,12,1127.0000,0.8829,2018-09-01,place,15613.0000,286.0000
TX,2022,19251,TX1012000,Southside Place,City,1820,11,36.0000,0.7778,2018-09-01,place,1668.3333,0.0000
TX,2022,19252,TX1012100,Spring Valley,City,4209,12,72.0000,0.7500,2018-09-01,county_fallback,4209.0000,8.0000
TX,2022,19254,TX1012300,Tomball,City,13322,12,469.0000,0.8955,2015-04-01,place,13322.0000,137.0000
TX,2022,19255,TX1012400,Memorial Villages,City,10987,12,154.0000,0.9286,,county_fallback,10987.0000,9.0000
TX,2022,19256,TX1012500,Webster,City,11952,12,1874.0000,0.5854,2020-05-01,place,11952.0000,250.0000
TX,2022,19257,TX1012600,West University Place,City,14524,12,151.0000,0.9470,,place,14524.0000,19.0000
TX,2022,19258,TX1012700,Katy,City,25511,12,1324.0000,0.9773,2015-04-01,place,25511.0000,251.0000
TX,2022,19259,TX1012800,Nassau Bay,City,5105,12,284.0000,0.4648,2019-12-01,place,5105.0000,35.0000
TX,2022,19260,TX1012900,University of Texas:,University or College,0,12,357.0000,0.8908,2019-02-01,none,0.0000,149.0000
TX,2022,19261,TX1013200,University of Houston:,University or College,0,12,211.0000,0.8815,2019-09-01,none,0.0000,72.0000
TX,2022,19263,TX101389E,Rice University,University or College,0,12,33.0000,0.7273,,none,0.0000,7.0000
TX,2022,19264,TX1013900,University of Houston:,University or College,0,11,8.0000,0.7500,,none,0.0000,5.0000
TX,2022,19265,TX1014100,Hedwig Village,City,2295,12,135.0000,0.6444,2018-07-01,place,2295.0000,15.0000
TX,2022,19266,TX1014200,University of Houston:,University or College,0,0,,,2019-05-01,none,0.0000,0.0000
TX,2022,19267,TX1015400,Houston Community College,University or College,0,11,25.0000,0.4800,2020-11-01,none,0.0000,3.0000
TX,2022,19268,TX1015700,Houston Metropolitan Transit Authority,Other,0,12,80.0000,0.7750,2022-12-01,none,0.0000,20.0000
TX,2022,19270,TX1015900,Lone Star College System District ,University or College,0,12,34.0000,0.4412,2019-05-01,none,0.0000,10.0000
TX,2022,19271,TX1016000,Independent School District:,Other,0,12,824.0000,0.9964,2019-07-01,none,0.0000,359.0000
TX,2022,19273,TX1016600,"Lakeview, Harrison County",City,6490,12,235.0000,0.6851,2019-12-01,county_fallback,6490.0000,42.0000
TX,2022,19274,TX1016700,Independent School District:,Other,0,12,875.0000,0.7886,2022-12-01,none,0.0000,397.0000
TX,2022,19275,TX1016900,Port of Houston Authority,Other,0,7,13.0000,0.7692,2019-12-01,none,0.0000,5.0000
TX,2022,19276,TX1017000,Independent School District:,Other,0,11,203.0000,0.9655,2020-12-01,none,0.0000,79.0000
TX,2022,19277,TX1017100,Independent School District:,Other,0,10,152.0000,0.9934,2019-01-01,none,0.0000,129.0000
TX,2022,19278,TX1017200,Independent School District:,Other,0,12,305.0000,0.9902,2019-05-01,none,0.0000,177.0000
TX,2022,19279,TX1017300,Independent School District:,Other,0,12,422.0000,0.9597,2018-03-01,none,0.0000,224.0000
TX,2022,19280,TX101769E,St. Thomas University,University or College,0,12,16.0000,0.8125,2021-03-01,none,0.0000,3.0000
TX,2022,19281,TX1017800,Independent School District:,Other,0,12,614.0000,0.9935,2020-12-01,none,0.0000,210.0000
TX,2022,19282,TX1020000,Harrison,County,40187,12,755.0000,0.8914,2018-09-01,county_residual,40187.0000,229.0000
TX,2022,19283,TX1020100,Hallsville,City,4707,12,34.0000,1.0000,2019-08-01,place,4707.0000,15.0000
TX,2022,19284,TX1020200,Marshall,City,22628,12,779.0000,0.8922,2020-05-01,place,22628.0000,262.0000
TX,2022,19286,TX1021300,Independent School District:,Other,0,9,24.0000,1.0000,2021-03-01,none,0.0000,6.0000
TX,2022,19287,TX1030000,Hartley,County,2620,10,28.0000,1.0000,2020-03-01,county_residual,2183.3333,2.0000
TX,2022,19288,TX1040000,Haskell,County,2359,10,35.0000,0.8000,2020-11-01,county_fallback,1965.8333,8.0000
TX,2022,19289,TX1040100,Haskell,City,3033,12,33.0000,0.7576,2019-08-01,place,3033.0000,10.0000
TX,2022,19291,TX1050000,Hays,County,124944,12,1896.0000,0.8402,2020-12-01,county_fallback,124944.0000,711.0000
TX,2022,19292,TX1050100,San Marcos,City,69470,12,2866.0000,0.8789,2019-01-01,place,69470.0000,1409.0000
TX,2022,19293,TX1050300,Texas State University:,University or College,0,12,280.0000,0.8929,2019-12-01,none,0.0000,47.0000
