cohort,survey,spec,sex,rule,ref_censuses,n,wN,clamped_share,position,ridit,ridit_se,bins,q1,q1_se,q2,q2_se,q3,q3_se,q4,q4_se,q5,q5_se,mig_c1_none_primary_incomplete,mig_c1_none_primary_incomplete_se,mex_c1_none_primary_incomplete,diff_c1_none_primary_incomplete,diff_c1_none_primary_incomplete_se,mig_c2_primary,mig_c2_primary_se,mex_c2_primary,diff_c2_primary,diff_c2_primary_se,mig_c3_lower_secondary,mig_c3_lower_secondary_se,mex_c3_lower_secondary,diff_c3_lower_secondary,diff_c3_lower_secondary_se,mig_c4_upper_secondary,mig_c4_upper_secondary_se,mex_c4_upper_secondary,diff_c4_upper_secondary,diff_c4_upper_secondary_se,mig_c5_tertiary,mig_c5_tertiary_se,mex_c5_tertiary,diff_c5_tertiary,diff_c5_tertiary_se
1975-1979,1980,secundaria_as_diploma_0.25,H,nearest,2000,9491,189820.00000,0.00000,middle (fewer in both tails),0.52109,0.00288,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.13050,0.00358,0.21776,0.00380,0.22727,0.00370,0.24900,0.00416,0.17546,0.00384,0.39174,0.00555,0.42550,-0.03376,0.00543,0.31662,0.00509,0.24226,0.07436,0.00507,0.10768,0.00333,0.12648,-0.01880,0.00330,0.10009,0.00322,0.06431,0.03579,0.00321,0.08387,0.00294,0.14146,-0.05759,0.00297
1975-1979,1980,secundaria_as_diploma_0.25,M,nearest,2000,7547,150940.00000,0.00000,"top (fewer at bottom, more at top)",0.58907,0.00304,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.09057,0.00310,0.15822,0.00372,0.22493,0.00410,0.26320,0.00447,0.26308,0.00499,0.40095,0.00579,0.51151,-0.11056,0.00568,0.32529,0.00546,0.23886,0.08644,0.00544,0.09832,0.00345,0.10966,-0.01135,0.00344,0.10123,0.00355,0.07449,0.02674,0.00354,0.07420,0.00306,0.06548,0.00872,0.00307
1975-1979,1980,secundaria_as_diploma_0.5,P,nearest,2000,17038,340760.00000,0.00000,middle (fewer in both tails),0.55120,0.00232,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.11281,0.00261,0.19139,0.00285,0.22623,0.00288,0.25529,0.00318,0.21427,0.00335,0.39582,0.00434,0.46360,-0.06778,0.00427,0.32046,0.00395,0.24075,0.07971,0.00393,0.10353,0.00249,0.11903,-0.01550,0.00248,0.10060,0.00253,0.06882,0.03178,0.00252,0.07959,0.00225,0.10780,-0.02822,0.00229
1975-1979,1980,secundaria_as_diploma_0.5,H,nearest,2000,9491,189820.00000,0.00000,middle (fewer in both tails),0.52109,0.00288,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.13050,0.00358,0.21776,0.00380,0.22727,0.00370,0.24900,0.00416,0.17546,0.00384,0.39174,0.00555,0.42550,-0.03376,0.00543,0.31662,0.00509,0.24226,0.07436,0.00507,0.10768,0.00333,0.12648,-0.01880,0.00330,0.10009,0.00322,0.06431,0.03579,0.00321,0.08387,0.00294,0.14146,-0.05759,0.00297
1975-1979,1980,secundaria_as_diploma_0.5,M,nearest,2000,7547,150940.00000,0.00000,"top (fewer at bottom, more at top)",0.58907,0.00304,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-15 16-16,0.09057,0.00310,0.15822,0.00372,0.22493,0.00410,0.26320,0.00447,0.26308,0.00499,0.40095,0.00579,0.51151,-0.11056,0.00568,0.32529,0.00546,0.23886,0.08644,0.00544,0.09832,0.00345,0.10966,-0.01135,0.00344,0.10123,0.00355,0.07449,0.02674,0.00354,0.07420,0.00306,0.06548,0.00872,0.00307
1980-1984,1990,main,P,nearest,2000,16409,341490.00000,0.00000,middle (fewer in both tails),0.51746,0.00260,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.18174,0.00326,0.17811,0.00229,0.19402,0.00239,0.25123,0.00312,0.19490,0.00321,0.33978,0.00406,0.38989,-0.05011,0.00394,0.27863,0.00373,0.24717,0.03146,0.00372,0.16942,0.00341,0.14916,0.02026,0.00339,0.11326,0.00274,0.08740,0.02586,0.00272,0.09890,0.00257,0.12637,-0.02747,0.00259
1980-1984,1990,main,H,nearest,2000,8879,186258.00000,0.00000,middle (fewer in both tails),0.49391,0.00333,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.20115,0.00445,0.19029,0.00319,0.18177,0.00301,0.27024,0.00433,0.15655,0.00362,0.32799,0.00518,0.34805,-0.02006,0.00507,0.27182,0.00491,0.24552,0.02630,0.00490,0.17571,0.00455,0.16109,0.01463,0.00453,0.11698,0.00371,0.08447,0.03250,0.00369,0.10750,0.00344,0.16087,-0.05337,0.00345
1980-1984,1990,main,M,nearest,2000,7530,155232.00000,0.00000,"top (fewer at bottom, more at top)",0.54572,0.00351,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.15845,0.00404,0.16350,0.00295,0.20871,0.00348,0.22842,0.00411,0.24092,0.00502,0.35392,0.00555,0.44009,-0.08617,0.00536,0.28680,0.00520,0.24914,0.03766,0.00519,0.16187,0.00469,0.13486,0.02702,0.00467,0.10881,0.00373,0.09092,0.01788,0.00371,0.08859,0.00345,0.08499,0.00361,0.00344
1980-1984,1990,nearest_or_next_census,P,nearest_or_next,2000,16409,341490.00000,0.00000,middle (fewer in both tails),0.51746,0.00260,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.18174,0.00326,0.17811,0.00229,0.19402,0.00239,0.25123,0.00312,0.19490,0.00321,0.33978,0.00406,0.38989,-0.05011,0.00394,0.27863,0.00373,0.24717,0.03146,0.00372,0.16942,0.00341,0.14916,0.02026,0.00339,0.11326,0.00274,0.08740,0.02586,0.00272,0.09890,0.00257,0.12637,-0.02747,0.00259
1980-1984,1990,nearest_or_next_census,H,nearest_or_next,2000,8879,186258.00000,0.00000,middle (fewer in both tails),0.49391,0.00333,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.20115,0.00445,0.19029,0.00319,0.18177,0.00301,0.27024,0.00433,0.15655,0.00362,0.32799,0.00518,0.34805,-0.02006,0.00507,0.27182,0.00491,0.24552,0.02630,0.00490,0.17571,0.00455,0.16109,0.01463,0.00453,0.11698,0.00371,0.08447,0.03250,0.00369,0.10750,0.00344,0.16087,-0.05337,0.00345
1980-1984,1990,nearest_or_next_census,M,nearest_or_next,2000,7530,155232.00000,0.00000,"top (fewer at bottom, more at top)",0.54572,0.00351,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.15845,0.00404,0.16350,0.00295,0.20871,0.00348,0.22842,0.00411,0.24092,0.00502,0.35392,0.00555,0.44009,-0.08617,0.00536,0.28680,0.00520,0.24914,0.03766,0.00519,0.16187,0.00469,0.13486,0.02702,0.00467,0.10881,0.00373,0.09092,0.01788,0.00371,0.08859,0.00345,0.08499,0.00361,0.00344
1980-1984,1990,ref2010,P,2010,2010,16409,341490.00000,0.00000,middle (fewer in both tails),0.50583,0.00255,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-14 15-15 16-16,0.18340,0.00325,0.19209,0.00244,0.19237,0.00244,0.26169,0.00336,0.17044,0.00308,0.33978,0.00406,0.37588,-0.03610,0.00394,0.27863,0.00373,0.23865,0.03998,0.00372,0.16942,0.00341,0.15265,0.01677,0.00339,0.11326,0.00274,0.08298,0.03029,0.00272,0.09890,0.00257,0.14984,-0.05094,0.00259
1980-1984,1990,ref2010,H,2010,2010,8879,186258.00000,0.00000,middle (fewer in both tails),0.48505,0.00328,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-14 15-15 16-16,0.20227,0.00441,0.20319,0.00343,0.17530,0.00305,0.28499,0.00475,0.13425,0.00358,0.32799,0.00518,0.33931,-0.01131,0.00507,0.27182,0.00491,0.23468,0.03714,0.00490,0.17571,0.00455,0.16393,0.01178,0.00453,0.11698,0.00371,0.08348,0.03350,0.00369,0.10750,0.00344,0.17861,-0.07111,0.00346
1980-1984,1990,ref2010,M,2010,2010,7530,155232.00000,0.00000,middle (fewer in both tails),0.53075,0.00344,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-14 15-15 16-16,0.16076,0.00407,0.17878,0.00310,0.21286,0.00355,0.23374,0.00431,0.21386,0.00473,0.35392,0.00555,0.41977,-0.06585,0.00536,0.28680,0.00520,0.24342,0.04338,0.00519,0.16187,0.00469,0.13911,0.02276,0.00467,0.10881,0.00373,0.08238,0.02643,0.00371,0.08859,0.00345,0.11532,-0.02673,0.00345
1980-1984,1990,ref2020,P,2020,2020,16409,341490.00000,0.00000,middle (fewer in both tails),0.48289,0.00245,0-0 1-8 9-9 10-11 12-12 13-14 15-15 16-16,0.20905,0.00291,0.20991,0.00207,0.17294,0.00186,0.25597,0.00327,0.15213,0.00295,0.33978,0.00406,0.35414,-0.01436,0.00394,0.27863,0.00373,0.23774,0.04089,0.00372,0.16942,0.00341,0.15857,0.01085,0.00339,0.11326,0.00274,0.08844,0.02483,0.00272,0.09890,0.00257,0.16111,-0.06221,0.00259
1980-1984,1990,ref2020,H,2020,2020,8879,186258.00000,0.00000,"bottom (more at bottom, fewer at top)",0.46563,0.00316,0-0 1-8 9-9 10-11 12-12 13-14 15-15 16-16,0.22883,0.00381,0.21294,0.00281,0.15711,0.00252,0.28223,0.00475,0.11888,0.00345,0.32799,0.00518,0.32359,0.00440,0.00507,0.27182,0.00491,0.23137,0.04045,0.00490,0.17571,0.00455,0.16656,0.00915,0.00453,0.11698,0.00371,0.08976,0.02722,0.00369,0.10750,0.00344,0.18871,-0.08121,0.00346
1980-1984,1990,ref2020,M,2020,2020,7530,155232.00000,0.00000,middle (fewer in both tails),0.50359,0.00333,0-0 1-8 9-9 10-11 12-12 13-14 15-15 16-16,0.18532,0.00379,0.20627,0.00271,0.19193,0.00243,0.22446,0.00402,0.19202,0.00453,0.35392,0.00555,0.39079,-0.03686,0.00536,0.28680,0.00520,0.24538,0.04142,0.00519,0.16187,0.00469,0.14899,0.01289,0.00467,0.10881,0.00373,0.08685,0.02196,0.00371,0.08859,0.00345,0.12800,-0.03940,0.00345
1980-1984,1990,arrival_age_18plus,P,nearest,2000,20978,439154.00000,0.00000,middle (fewer in both tails),0.50977,0.00230,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.18333,0.00295,0.18856,0.00218,0.18509,0.00207,0.26480,0.00284,0.17822,0.00268,0.31498,0.00353,0.35467,-0.03969,0.00343,0.27865,0.00332,0.24683,0.03182,0.00332,0.18659,0.00315,0.16743,0.01916,0.00312,0.12173,0.00252,0.09710,0.02463,0.00251,0.09805,0.00225,0.13397,-0.03592,0.00227
1980-1984,1990,arrival_age_18plus,H,nearest,2000,11721,247887.00000,0.00000,middle (fewer in both tails),0.48758,0.00291,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.20269,0.00397,0.19980,0.00303,0.16939,0.00258,0.28586,0.00390,0.14225,0.00293,0.30376,0.00445,0.31385,-0.01009,0.00436,0.26985,0.00428,0.24411,0.02574,0.00428,0.19649,0.00418,0.18144,0.01505,0.00414,0.12447,0.00332,0.09522,0.02924,0.00331,0.10543,0.00297,0.16537,-0.05994,0.00298
1980-1984,1990,arrival_age_18plus,M,nearest,2000,9257,191267.00000,0.00000,middle (fewer in both tails),0.53854,0.00315,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.15822,0.00369,0.17398,0.00275,0.20544,0.00305,0.23750,0.00378,0.22485,0.00434,0.32953,0.00490,0.40758,-0.07805,0.00474,0.29006,0.00472,0.25035,0.03971,0.00471,0.17375,0.00435,0.14927,0.02448,0.00432,0.11818,0.00352,0.09953,0.01865,0.00349,0.08848,0.00309,0.09328,-0.00480,0.00309
1980-1984,1990,arrival_age_25plus,P,nearest,2000,9334,190898.00000,0.00000,middle (fewer in both tails),0.53530,0.00350,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.18207,0.00414,0.15692,0.00284,0.19591,0.00326,0.22519,0.00380,0.23991,0.00478,0.40557,0.00562,0.47730,-0.07173,0.00544,0.26638,0.00488,0.23888,0.02750,0.00487,0.14103,0.00415,0.11505,0.02597,0.00413,0.09182,0.00323,0.06719,0.02463,0.00321,0.09521,0.00340,0.10158,-0.00637,0.00339
1980-1984,1990,arrival_age_25plus,H,nearest,2000,4793,98645.00000,0.00000,middle (fewer in both tails),0.51199,0.00460,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.20316,0.00576,0.16265,0.00370,0.19383,0.00441,0.24117,0.00555,0.19919,0.00582,0.39168,0.00736,0.43570,-0.04402,0.00717,0.26233,0.00655,0.24123,0.02110,0.00654,0.14761,0.00577,0.12289,0.02472,0.00574,0.09207,0.00452,0.06226,0.02981,0.00449,0.10631,0.00474,0.13791,-0.03160,0.00473
1980-1984,1990,arrival_age_25plus,M,nearest,2000,4541,92253.00000,0.00000,"top (fewer at bottom, more at top)",0.56023,0.00462,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.15952,0.00511,0.15079,0.00397,0.19814,0.00440,0.20811,0.00479,0.28344,0.00697,0.42042,0.00747,0.52177,-0.10135,0.00726,0.27070,0.00660,0.23636,0.03434,0.00658,0.13399,0.00553,0.10667,0.02732,0.00552,0.09154,0.00439,0.07246,0.01909,0.00437,0.08334,0.00433,0.06274,0.02061,0.00430
1980-1984,1990,arrival_age_20plus_certain,P,nearest,2000,13704,283579.00000,0.00000,middle (fewer in both tails),0.52251,0.00285,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.18180,0.00349,0.17065,0.00239,0.19969,0.00268,0.24009,0.00335,0.20776,0.00367,0.36130,0.00450,0.41858,-0.05728,0.00437,0.27918,0.00406,0.24674,0.03243,0.00405,0.15712,0.00362,0.13602,0.02111,0.00360,0.10511,0.00287,0.07981,0.02530,0.00286,0.09729,0.00281,0.11886,-0.02156,0.00283
1980-1984,1990,arrival_age_20plus_certain,H,nearest,2000,7198,149991.00000,0.00000,middle (fewer in both tails),0.49965,0.00369,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.20014,0.00477,0.18192,0.00325,0.19094,0.00342,0.25830,0.00471,0.16870,0.00424,0.34818,0.00581,0.37738,-0.02920,0.00567,0.27348,0.00540,0.24608,0.02740,0.00540,0.16219,0.00487,0.14583,0.01636,0.00485,0.10928,0.00398,0.07555,0.03373,0.00395,0.10687,0.00382,0.15516,-0.04828,0.00383
1980-1984,1990,arrival_age_20plus_certain,M,nearest,2000,6506,133588.00000,0.00000,"top (fewer at bottom, more at top)",0.54817,0.00379,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.16120,0.00435,0.15800,0.00316,0.20953,0.00381,0.21965,0.00433,0.25163,0.00555,0.37603,0.00606,0.46484,-0.08881,0.00589,0.28558,0.00559,0.24749,0.03809,0.00557,0.15144,0.00491,0.12500,0.02644,0.00489,0.10043,0.00383,0.08458,0.01585,0.00382,0.08653,0.00366,0.07810,0.00844,0.00365
1980-1984,1990,not_enrolled,P,nearest,2000,14623,303935.00000,0.00000,middle (fewer in both tails),0.49296,0.00276,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.20393,0.00360,0.18904,0.00246,0.19832,0.00255,0.23897,0.00325,0.16974,0.00324,0.37673,0.00442,0.39274,-0.01601,0.00428,0.28036,0.00396,0.24652,0.03384,0.00394,0.16145,0.00354,0.14825,0.01320,0.00352,0.10367,0.00282,0.08680,0.01687,0.00280,0.07780,0.00246,0.12570,-0.04790,0.00249
1980-1984,1990,not_enrolled,H,nearest,2000,7937,166336.00000,0.00000,"bottom (more at bottom, fewer at top)",0.47110,0.00353,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.22488,0.00489,0.19903,0.00340,0.18442,0.00321,0.25323,0.00452,0.13843,0.00363,0.36231,0.00563,0.35033,0.01198,0.00550,0.27237,0.00520,0.24513,0.02725,0.00519,0.16838,0.00475,0.16032,0.00805,0.00472,0.10905,0.00386,0.08406,0.02499,0.00384,0.08788,0.00333,0.16016,-0.07228,0.00335
1980-1984,1990,not_enrolled,M,nearest,2000,6686,137599.00000,0.00000,middle (fewer in both tails),0.51939,0.00372,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.17860,0.00449,0.17698,0.00322,0.21512,0.00371,0.22173,0.00432,0.20757,0.00505,0.39416,0.00604,0.44400,-0.04985,0.00584,0.29001,0.00555,0.24820,0.04181,0.00553,0.15308,0.00488,0.13365,0.01943,0.00484,0.09716,0.00380,0.09010,0.00706,0.00378,0.06561,0.00323,0.08405,-0.01844,0.00324
1980-1984,1990,both_sex_reference,P,nearest,2000,16409,341490.00000,0.00000,middle (fewer in both tails),0.52114,0.00259,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.17817,0.00319,0.17677,0.00219,0.19988,0.00246,0.23714,0.00304,0.20804,0.00333,0.33978,0.00406,0.39456,-0.05478,0.00393,0.27863,0.00373,0.24797,0.03066,0.00372,0.16942,0.00341,0.14761,0.02181,0.00338,0.11326,0.00274,0.08819,0.02508,0.00272,0.09890,0.00257,0.12167,-0.02277,0.00257
1980-1984,1990,both_sex_reference,H,nearest,2000,8879,186258.00000,0.00000,middle (fewer in both tails),0.52391,0.00336,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.18010,0.00415,0.17218,0.00287,0.19297,0.00318,0.24385,0.00409,0.21088,0.00433,0.32799,0.00518,0.38329,-0.05530,0.00506,0.27182,0.00491,0.24965,0.02217,0.00491,0.17571,0.00455,0.15177,0.02394,0.00453,0.11698,0.00371,0.09072,0.02626,0.00369,0.10750,0.00344,0.12458,-0.01708,0.00345
1980-1984,1990,both_sex_reference,M,nearest,2000,7530,155232.00000,0.00000,middle (fewer in both tails),0.51782,0.00348,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.17585,0.00425,0.18227,0.00307,0.20816,0.00349,0.22909,0.00422,0.20463,0.00458,0.35392,0.00555,0.40808,-0.05416,0.00536,0.28680,0.00520,0.24596,0.04084,0.00519,0.16187,0.00469,0.14262,0.01925,0.00467,0.10881,0.00373,0.08515,0.02366,0.00371,0.08859,0.00345,0.11819,-0.02959,0.00344
1980-1984,1990,credential_convention,P,nearest,2000,16409,341490.00000,0.00000,middle (fewer in both tails),0.51746,0.00260,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.18174,0.00326,0.17811,0.00229,0.19402,0.00239,0.25123,0.00312,0.19490,0.00321,0.33978,0.00406,0.38989,-0.05011,0.00394,0.27863,0.00373,0.24717,0.03146,0.00372,0.16942,0.00341,0.14916,0.02026,0.00339,0.15499,0.00331,0.09957,0.05541,0.00329,0.05718,0.00212,0.11420,-0.05702,0.00215
1980-1984,1990,credential_convention,H,nearest,2000,8879,186258.00000,0.00000,middle (fewer in both tails),0.49391,0.00333,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.20115,0.00445,0.19029,0.00319,0.18177,0.00301,0.27024,0.00433,0.15655,0.00362,0.32799,0.00518,0.34805,-0.02006,0.00507,0.27182,0.00491,0.24552,0.02630,0.00490,0.17571,0.00455,0.16109,0.01463,0.00453,0.16334,0.00448,0.09921,0.06414,0.00445,0.06113,0.00283,0.14613,-0.08500,0.00285
1980-1984,1990,credential_convention,M,nearest,2000,7530,155232.00000,0.00000,middle (fewer in both tails),0.54572,0.00351,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.15845,0.00404,0.16350,0.00295,0.20871,0.00348,0.22842,0.00411,0.24092,0.00502,0.35392,0.00555,0.44009,-0.08617,0.00536,0.28680,0.00520,0.24914,0.03766,0.00519,0.16187,0.00469,0.13486,0.02702,0.00467,0.14496,0.00452,0.10002,0.04494,0.00448,0.05244,0.00288,0.07589,-0.02345,0.00289
1980-1984,1990,split_neutral,P,nearest,2000,16409,341490.00000,0.00000,middle (fewer in both tails),0.51746,0.00260,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.18174,0.00326,0.17811,0.00229,0.19402,0.00239,0.25123,0.00312,0.19490,0.00321,0.33101,0.00410,0.38989,-0.05888,0.00397,0.28740,0.00384,0.24717,0.04023,0.00383,0.16942,0.00341,0.14916,0.02026,0.00339,0.14774,0.00317,0.08740,0.06034,0.00315,0.06442,0.00213,0.12637,-0.06195,0.00216
1980-1984,1990,split_neutral,H,nearest,2000,8879,186258.00000,0.00000,middle (fewer in both tails),0.49391,0.00333,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.20115,0.00445,0.19029,0.00319,0.18177,0.00301,0.27024,0.00433,0.15655,0.00362,0.31874,0.00523,0.34805,-0.02932,0.00511,0.28108,0.00508,0.24552,0.03555,0.00507,0.17571,0.00455,0.16109,0.01463,0.00453,0.15389,0.00425,0.08447,0.06942,0.00422,0.07058,0.00284,0.16087,-0.09028,0.00287
1980-1984,1990,split_neutral,M,nearest,2000,7530,155232.00000,0.00000,middle (fewer in both tails),0.54572,0.00351,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.15845,0.00404,0.16350,0.00295,0.20871,0.00348,0.22842,0.00411,0.24092,0.00502,0.34574,0.00560,0.44009,-0.09435,0.00541,0.29499,0.00535,0.24914,0.04584,0.00533,0.16187,0.00469,0.13486,0.02702,0.00467,0.14037,0.00437,0.09092,0.04945,0.00434,0.05703,0.00288,0.08499,-0.02796,0.00289
1980-1984,1990,split_low,P,nearest,2000,16409,341490.00000,0.00000,"bottom (more at bottom, fewer at top)",0.51746,0.00260,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.18174,0.00326,0.17811,0.00229,0.19402,0.00239,0.25123,0.00312,0.19490,0.00321,0.61841,0.00452,0.38989,0.22852,0.00446,0.00000,0.00000,0.24717,-0.24717,0.00028,0.16942,0.00341,0.14916,0.02026,0.00339,0.15499,0.00331,0.08740,0.06758,0.00329,0.05718,0.00212,0.12637,-0.06919,0.00216
1980-1984,1990,split_low,H,nearest,2000,8879,186258.00000,0.00000,"bottom (more at bottom, fewer at top)",0.49391,0.00333,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.20115,0.00445,0.19029,0.00319,0.18177,0.00301,0.27024,0.00433,0.15655,0.00362,0.59981,0.00593,0.34805,0.25176,0.00586,0.00000,0.00000,0.24552,-0.24552,0.00028,0.17571,0.00455,0.16109,0.01463,0.00453,0.16334,0.00448,0.08447,0.07887,0.00445,0.06113,0.00283,0.16087,-0.09973,0.00286
1980-1984,1990,split_low,M,nearest,2000,7530,155232.00000,0.00000,"bottom (more at bottom, fewer at top)",0.54572,0.00351,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.15845,0.00404,0.16350,0.00295,0.20871,0.00348,0.22842,0.00411,0.24092,0.00502,0.64072,0.00615,0.44009,0.20063,0.00606,0.00000,0.00000,0.24914,-0.24914,0.00044,0.16187,0.00469,0.13486,0.02702,0.00467,0.14496,0.00452,0.09092,0.05403,0.00448,0.05244,0.00288,0.08499,-0.03254,0.00290
1980-1984,1990,split_high,P,nearest,2000,16409,341490.00000,0.00000,middle (fewer in both tails),0.51746,0.00260,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.18174,0.00326,0.17811,0.00229,0.19402,0.00239,0.25123,0.00312,0.19490,0.00321,0.29967,0.00426,0.38989,-0.09022,0.00415,0.31874,0.00426,0.24717,0.07157,0.00425,0.16942,0.00341,0.14916,0.02026,0.00339,0.09770,0.00271,0.08740,0.01030,0.00270,0.11447,0.00293,0.12637,-0.01191,0.00294
1980-1984,1990,split_high,H,nearest,2000,8879,186258.00000,0.00000,middle (fewer in both tails),0.49391,0.00333,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.20115,0.00445,0.19029,0.00319,0.18177,0.00301,0.27024,0.00433,0.15655,0.00362,0.28985,0.00543,0.34805,-0.05820,0.00532,0.30996,0.00560,0.24552,0.06444,0.00559,0.17571,0.00455,0.16109,0.01463,0.00453,0.10043,0.00370,0.08447,0.01596,0.00369,0.12404,0.00392,0.16087,-0.03682,0.00393
1980-1984,1990,split_high,M,nearest,2000,7530,155232.00000,0.00000,"top (fewer at bottom, more at top)",0.54572,0.00351,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.15845,0.00404,0.16350,0.00295,0.20871,0.00348,0.22842,0.00411,0.24092,0.00502,0.31145,0.00586,0.44009,-0.12864,0.00567,0.32927,0.00597,0.24914,0.08013,0.00595,0.16187,0.00469,0.13486,0.02702,0.00467,0.09443,0.00370,0.09092,0.00350,0.00368,0.10297,0.00395,0.08499,0.01799,0.00394
1980-1984,1990,12th_no_diploma_as_upper_secondary,P,nearest,2000,16409,341490.00000,0.00000,middle (fewer in both tails),0.52066,0.00263,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.18174,0.00326,0.17811,0.00229,0.19402,0.00239,0.23014,0.00284,0.21599,0.00329,0.33978,0.00406,0.38989,-0.05011,0.00394,0.27863,0.00373,0.24717,0.03146,0.00372,0.11676,0.00288,0.14916,-0.03240,0.00287,0.16593,0.00326,0.08740,0.07852,0.00324,0.09890,0.00257,0.12637,-0.02747,0.00259
1980-1984,1990,12th_no_diploma_as_upper_secondary,H,nearest,2000,8879,186258.00000,0.00000,middle (fewer in both tails),0.49728,0.00337,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.20115,0.00445,0.19029,0.00319,0.18177,0.00301,0.25131,0.00399,0.17548,0.00367,0.32799,0.00518,0.34805,-0.02006,0.00507,0.27182,0.00491,0.24552,0.02630,0.00490,0.12070,0.00389,0.16109,-0.04039,0.00389,0.17199,0.00441,0.08447,0.08752,0.00438,0.10750,0.00344,0.16087,-0.05337,0.00345
1980-1984,1990,12th_no_diploma_as_upper_secondary,M,nearest,2000,7530,155232.00000,0.00000,"top (fewer at bottom, more at top)",0.54871,0.00355,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.15845,0.00404,0.16350,0.00295,0.20871,0.00348,0.20474,0.00372,0.26460,0.00514,0.35392,0.00555,0.44009,-0.08617,0.00536,0.28680,0.00520,0.24914,0.03766,0.00519,0.11203,0.00399,0.13486,-0.02282,0.00399,0.15865,0.00446,0.09092,0.06773,0.00442,0.08859,0.00345,0.08499,0.00361,0.00344
1980-1984,1990,secundaria_as_diploma_0.25,P,nearest,2000,17973,341490.00000,0.00000,middle (fewer in both tails),0.51363,0.00256,0-0 1-4 5-8 9-9 10-10 11-11 12-12 13-15 16-16,0.18174,0.00326,0.17811,0.00229,0.20051,0.00236,0.25757,0.00310,0.18208,0.00306,0.33978,0.00406,0.38989,-0.05011,0.00394,0.27863,0.00373,0.24717,0.03146,0.00372,0.19385,0.00338,0.14916,0.04469,0.00335,0.08884,0.00208,0.08740,0.00143,0.00206,0.09890,0.00257,0.12637,-0.02747,0.00259
